"Date","County","Value"
2020-05-06,"Clare",299
2020-05-06,"Cork",1199
2020-05-06,"Donegal",469
2020-05-06,"Dublin",10885
2020-05-06,"Galway",381
2020-05-06,"Kerry",303
2020-05-06,"Kildare",1312
2020-05-06,"Kilkenny",265
2020-05-06,"Laois",242
2020-05-06,"Leitrim",66
2020-05-06,"Limerick",566
2020-05-06,"Longford",260
2020-05-06,"Louth",703
2020-05-06,"Mayo",518
2020-05-06,"Meath",727
2020-05-06,"Monaghan",443
2020-05-06,"Offaly",345
2020-05-06,"Roscommon",228
2020-05-06,"Sligo",116
2020-05-06,"Tipperary",512
2020-05-06,"Waterford",140
2020-05-06,"Westmeath",633
2020-05-06,"Wexford",190
2020-05-06,"Wicklow",636
2020-05-05,"Carlow",132
2020-05-05,"Cavan",710
2020-05-05,"Clare",281
2020-05-05,"Cork",1197
2020-05-05,"Donegal",469
2020-05-05,"Dublin",10840
2020-05-05,"Galway",380
2020-05-05,"Kerry",302
2020-05-05,"Kildare",1302
2020-05-05,"Kilkenny",265
2020-05-05,"Laois",243
2020-05-05,"Leitrim",70
2020-05-05,"Limerick",574
2020-05-05,"Longford",259
2020-05-05,"Louth",699
2020-05-05,"Mayo",514
2020-05-05,"Meath",723
2020-05-05,"Monaghan",441
2020-05-05,"Offaly",346
2020-05-05,"Roscommon",221
2020-05-05,"Sligo",122
2020-05-05,"Tipperary",506
2020-05-05,"Waterford",140
2020-05-05,"Westmeath",627
2020-05-05,"Wexford",190
2020-05-05,"Wicklow",633
2020-05-04,"Carlow",132
2020-05-04,"Cavan",709
2020-05-04,"Clare",254
2020-05-04,"Cork",1192
2020-05-04,"Donegal",467
2020-05-04,"Dublin",10734
2020-05-04,"Galway",375
2020-05-04,"Kerry",302
2020-05-04,"Kildare",1289
2020-05-04,"Kilkenny",259
2020-05-04,"Laois",240
2020-05-04,"Leitrim",70
2020-05-04,"Limerick",591
2020-05-04,"Longford",257
2020-05-04,"Louth",693
2020-05-04,"Mayo",512
2020-05-04,"Meath",722
2020-05-04,"Monaghan",432
2020-05-04,"Offaly",339
2020-05-04,"Roscommon",212
2020-05-04,"Sligo",121
2020-05-04,"Tipperary",501
2020-05-04,"Waterford",139
2020-05-04,"Westmeath",554
2020-05-04,"Wexford",184
2020-05-04,"Wicklow",628
2020-05-03,"Carlow",127
2020-05-03,"Cavan",694
2020-05-03,"Clare",249
2020-05-03,"Cork",1177
2020-05-03,"Donegal",466
2020-05-03,"Dublin",10670
2020-05-03,"Galway",369
2020-05-03,"Kerry",301
2020-05-03,"Kildare",1280
2020-05-03,"Kilkenny",258
2020-05-03,"Laois",238
2020-05-03,"Leitrim",70
2020-05-03,"Limerick",585
2020-05-03,"Longford",235
2020-05-03,"Louth",685
2020-05-03,"Mayo",510
2020-05-03,"Meath",717
2020-05-03,"Monaghan",429
2020-05-03,"Offaly",317
2020-05-03,"Roscommon",181
2020-05-03,"Sligo",120
2020-05-03,"Tipperary",486
2020-05-03,"Waterford",139
2020-05-03,"Westmeath",547
2020-05-03,"Wexford",184
2020-05-03,"Wicklow",625
2020-05-02,"Carlow",127
2020-05-02,"Cavan",682
2020-05-02,"Clare",245
2020-05-02,"Cork",1175
2020-05-02,"Donegal",465
2020-05-02,"Dublin",10561
2020-05-02,"Galway",365
2020-05-02,"Kerry",298
2020-05-02,"Kildare",1268
2020-05-02,"Kilkenny",259
2020-05-02,"Laois",237
2020-05-02,"Leitrim",70
2020-05-02,"Limerick",583
2020-05-02,"Longford",213
2020-05-02,"Louth",679
2020-05-02,"Mayo",501
2020-05-02,"Meath",713
2020-05-02,"Monaghan",423
2020-05-02,"Offaly",314
2020-05-02,"Roscommon",174
2020-05-02,"Sligo",119
2020-05-02,"Tipperary",479
2020-05-02,"Waterford",140
2020-05-02,"Westmeath",540
2020-05-02,"Wexford",185
2020-05-02,"Wicklow",622
2020-05-01,"Carlow",126
2020-05-01,"Cavan",673
2020-05-01,"Clare",240
2020-05-01,"Cork",1164
2020-05-01,"Donegal",461
2020-05-01,"Dublin",10406
2020-05-01,"Galway",365
2020-05-01,"Kerry",295
2020-05-01,"Kildare",1242
2020-05-01,"Kilkenny",258
2020-05-01,"Laois",234
2020-05-01,"Leitrim",67
2020-05-01,"Limerick",580
2020-05-01,"Longford",153
2020-05-01,"Louth",673
2020-05-01,"Mayo",494
2020-05-01,"Meath",699
2020-05-01,"Monaghan",409
2020-05-01,"Offaly",305
2020-05-01,"Roscommon",174
2020-05-01,"Sligo",117
2020-05-01,"Tipperary",478
2020-05-01,"Waterford",139
2020-05-01,"Westmeath",509
2020-05-01,"Wexford",185
2020-05-01,"Wicklow",618
2020-04-30,"Carlow",100
2020-04-30,"Cavan",656
2020-04-30,"Clare",237
2020-04-30,"Cork",1156
2020-04-30,"Donegal",459
2020-04-30,"Dublin",10277
2020-04-30,"Galway",357
2020-04-30,"Kerry",294
2020-04-30,"Kildare",1226
2020-04-30,"Kilkenny",254
2020-04-30,"Laois",230
2020-04-30,"Leitrim",68
2020-04-30,"Limerick",564
2020-04-30,"Longford",150
2020-04-30,"Louth",667
2020-04-30,"Mayo",488
2020-04-30,"Meath",687
2020-04-30,"Monaghan",403
2020-04-30,"Offaly",293
2020-04-30,"Roscommon",160
2020-04-30,"Sligo",118
2020-04-30,"Tipperary",473
2020-04-30,"Waterford",138
2020-04-30,"Westmeath",500
2020-04-30,"Wexford",183
2020-04-30,"Wicklow",604
2020-04-29,"Carlow",100
2020-04-29,"Cavan",644
2020-04-29,"Clare",236
2020-04-29,"Cork",1154
2020-04-29,"Donegal",458
2020-04-29,"Dublin",10170
2020-04-29,"Galway",355
2020-04-29,"Kerry",293
2020-04-29,"Kildare",1215
2020-04-29,"Kilkenny",250
2020-04-29,"Laois",224
2020-04-29,"Leitrim",68
2020-04-29,"Limerick",548
2020-04-29,"Longford",149
2020-04-29,"Louth",659
2020-04-29,"Mayo",485
2020-04-29,"Meath",681
2020-04-29,"Monaghan",399
2020-04-29,"Offaly",284
2020-04-29,"Roscommon",151
2020-04-29,"Sligo",116
2020-04-29,"Tipperary",468
2020-04-29,"Waterford",138
2020-04-29,"Westmeath",487
2020-04-29,"Wexford",179
2020-04-29,"Wicklow",599
